loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,loan_status
20000,20000, 60 months,16.55,492.23,D,D2,1
16000,16000, 60 months,12.12,356.89,B,B3,1
8000,8000, 36 months,12.39,267.21,C,C1,1
8000,8000, 36 months,11.49,263.78,B,B5,1
2000,2000, 36 months,10.49,65,B,B2,1
5400,5400, 36 months,13.99,184.54,C,C4,1
6000,6000, 36 months,10.42,194.79,B,B3,1
8000,8000, 36 months,10.49,259.99,B,B2,1
3600,3600, 36 months,12.99,121.29,C,C2,1
20000,20000, 36 months,5.32,602.3,A,A1,1
35000,35000, 36 months,16.24,1234.65,C,C5,1
15000,15000, 36 months,8.18,471.3,B,B1,1
9600,9600, 36 months,15.61,335.67,D,D1,1
10500,10500, 36 months,19.52,387.66,D,D4,1
1000,1000, 36 months,12.29,33.36,C,C1,1
3000,3000, 36 months,12.99,101.07,C,C2,1
6975,6975, 60 months,17.77,176.25,D,D1,1
9600,9600, 36 months,8.18,301.63,B,B1,1
11325,11325, 36 months,16.29,399.78,D,D1,1
7200,7200, 36 months,7.89,225.26,A,A5,1
10000,10000, 36 months,10.91,326.97,B,B4,1
1800,1800, 36 months,10.91,58.86,B,B4,1
7000,7000, 36 months,10.75,228.35,B,B4,1
12000,12000, 36 months,8.08,376.48,A,A5,1
18000,18000, 60 months,20.99,486.86,E,E4,1
1500,1500, 36 months,10.75,48.94,B,B4,1
16000,16000, 60 months,15.59,385.62,C,C5,1
15000,15000, 60 months,9.49,314.96,B,B2,1
21000,21000, 36 months,11.99,697.41,B,B3,1
12000,12000, 36 months,13.99,410.08,C,C4,1
8725,8725, 36 months,16.78,310.12,C,C5,1
10500,10500, 36 months,13.99,358.82,C,C4,1
9800,9800, 36 months,5.32,295.13,A,A1,1
8000,8000, 36 months,15.61,279.72,C,C4,1
5000,5000, 60 months,23.1,141.24,E,E4,1
9000,9000, 36 months,6.03,273.92,A,A1,1
7500,7500, 36 months,6.03,228.27,A,A1,1
15000,15000, 36 months,7.89,469.29,A,A5,1
9000,9000, 36 months,8.39,283.65,A,A5,1
12000,12000, 36 months,7.97,375.88,A,A5,1
12125,12125, 60 months,22.99,341.74,F,F2,1
20000,20000, 60 months,15.61,482.23,C,C3,1
16000,16000, 36 months,12.12,532.35,B,B3,1
27750,27750, 36 months,10.99,908.37,B,B3,1
35000,35000, 36 months,15.77,1226.53,D,D1,1
12000,12000, 36 months,12.42,400.99,B,B4,1
15000,15000, 36 months,10.16,485.14,B,B1,1
22400,22400, 36 months,11.99,743.9,B,B5,1
15000,15000, 36 months,18.25,544.17,E,E1,1
7000,7000, 36 months,10.99,229.14,B,B2,1
22925,22925, 60 months,16.59,564.71,D,D2,1
13000,13000, 36 months,13.57,441.6,C,C3,1
15000,15000, 60 months,15.8,363.18,C,C3,1
35000,35000, 36 months,14.64,1207.13,C,C3,1
10000,10000, 36 months,13.99,341.73,C,C4,1
25000,25000, 36 months,15.31,870.44,C,C5,1
33950,33950, 36 months,14.33,1165.78,C,C1,1
10000,10000, 36 months,15.8,350.59,C,C3,1
725,725, 36 months,7.37,22.51,A,A1,1
28000,28000, 60 months,9.17,583.55,B,B2,1
13500,13500, 36 months,8.18,424.17,B,B1,1
2400,2400, 36 months,18.25,87.07,D,D3,1
35000,35000, 60 months,11.67,772.74,B,B4,1
5500,5500, 36 months,14.16,188.41,C,C2,1
10000,10000, 36 months,11.49,329.72,B,B5,1
15200,15200, 36 months,18.25,551.43,E,E1,1
28000,28000, 60 months,12.99,636.95,C,C2,1
20000,20000, 36 months,14.46,688.03,C,C4,1
24000,24000, 60 months,11.39,526.5,B,B3,1
18000,18000, 36 months,7.89,563.15,A,A5,1
6000,6000, 36 months,11.53,197.95,B,B5,1
23000,23000, 36 months,9.75,739.45,B,B3,1
15000,15000, 36 months,11.39,493.86,B,B3,1
35000,35000, 36 months,9.43,1120.01,B,B1,1
16450,16450, 36 months,17.56,591.09,D,D1,1
14925,14925, 36 months,10.99,488.56,B,B3,1
9000,9000, 36 months,7.69,280.75,A,A4,1
9800,9800, 36 months,14.99,339.68,C,C4,1
12000,12000, 36 months,10.99,392.81,B,B4,1
15000,15000, 36 months,7.49,466.53,A,A4,1
2400,2400, 36 months,15.31,83.57,C,C4,1
3800,3800, 36 months,13.67,129.27,C,C3,1
3000,3000, 36 months,11.47,98.89,B,B5,1
24000,24000, 36 months,12.74,805.66,C,C1,1
10800,10800, 60 months,16.59,266.04,D,D1,1
35000,35000, 60 months,30.49,1142.93,F,F4,1
15000,15000, 36 months,13.33,507.8,C,C3,1
25000,25000, 36 months,13.53,848.75,B,B5,1
4000,4000, 36 months,9.75,128.6,B,B3,1
25000,25000, 60 months,15.05,595.41,C,C4,1
10000,10000, 36 months,13.33,338.54,C,C3,1
12000,12000, 36 months,5.32,361.38,A,A1,1
7400,7400, 36 months,13.99,252.88,C,C4,1
10500,10500, 36 months,7.97,328.89,A,A5,1
24000,24000, 60 months,30.17,778.99,F,F3,1
25000,25000, 60 months,23.99,719.06,F,F2,1
8000,8000, 36 months,13.49,271.45,C,C2,1
20000,20000, 36 months,7.49,622.04,A,A4,1
19800,19800, 60 months,9.99,420.6,B,B3,1
10000,10000, 36 months,7.89,312.86,A,A5,1
20675,20675, 36 months,7.62,644.27,A,A3,1
17000,17000, 36 months,7.9,531.94,A,A4,1
14000,14000, 36 months,12.29,466.95,C,C1,1
11000,11000, 36 months,15.22,382.51,C,C3,1
16800,16800, 60 months,12.69,379.6,C,C2,1
3000,3000, 36 months,10.99,98.21,B,B4,1
30000,30000, 60 months,10.49,644.67,B,B3,1
20000,20000, 36 months,11.67,661.14,B,B4,1
20825,20825, 60 months,17.86,527.24,D,D5,1
14000,14000, 36 months,17.57,503.12,D,D4,1
9000,9000, 36 months,7.9,281.62,A,A4,1
1000,1000, 36 months,10.99,32.74,B,B4,1
5000,5000, 36 months,15.61,174.83,D,D1,1
9250,9250, 36 months,12.12,307.77,B,B3,1
12800,12800, 36 months,6.62,393.01,A,A2,1
21000,21000, 36 months,12.99,707.48,C,C2,1
12000,12000, 36 months,11.67,396.69,B,B4,1
5425,5425, 36 months,23.32,210.91,E,E3,1
15000,15000, 36 months,5.32,451.73,A,A1,1
25000,25000, 60 months,13.99,581.58,C,C3,1
15000,15000, 36 months,11.49,494.57,B,B5,1
21000,21000, 60 months,14.64,495.63,C,C3,1
14000,14000, 60 months,8.99,290.55,B,B1,1
16000,16000, 36 months,9.17,510.07,B,B2,1
19675,19675, 36 months,9.99,634.77,B,B3,1
6000,6000, 36 months,9.75,192.9,B,B3,1
16000,16000, 36 months,12.59,535.95,C,C2,1
12000,12000, 60 months,16.59,295.6,D,D1,1
18000,18000, 36 months,7.26,557.94,A,A4,1
10000,10000, 36 months,15.05,346.9,C,C4,1
12800,12800, 36 months,13.99,437.42,C,C3,1
30000,30000, 36 months,11.71,992.28,B,B3,1
10000,10000, 36 months,5.32,301.15,A,A1,1
12000,12000, 36 months,9.99,387.15,B,B3,1
1000,1000, 36 months,12.99,33.69,C,C2,1
1600,1600, 36 months,10.83,52.26,B,B3,1
21600,21600, 60 months,13.99,502.49,C,C3,1
3500,3500, 36 months,19.03,128.35,D,D3,1
7000,7000, 36 months,10.99,229.14,B,B4,1
20000,20000, 60 months,18.25,510.6,D,D3,1
4175,4175, 36 months,17.57,150.04,D,D4,1
7125,7125, 36 months,13.99,243.49,C,C3,1
16000,16000, 36 months,10.75,521.93,B,B4,1
8000,8000, 36 months,16.99,285.19,D,D1,1
9500,9500, 36 months,14.08,325.06,C,C3,1
9600,9600, 36 months,16.02,337.61,C,C5,1
6000,6000, 36 months,21.85,228.68,D,D5,1
10000,10000, 36 months,9.93,322.35,B,B2,1
6325,6325, 36 months,12.99,213.09,C,C2,1
32500,32500, 36 months,14.49,1118.53,C,C4,1
2500,2500, 36 months,14.46,86.01,C,C4,1
4600,4600, 36 months,18.25,166.88,D,D3,1
8400,8400, 36 months,18.06,303.94,D,D2,1
18000,18000, 36 months,5.32,542.07,A,A1,1
4800,4800, 36 months,10.36,155.7,B,B5,1
1000,1000, 36 months,20.49,37.42,E,E2,1
20000,20000, 60 months,24.83,585.04,G,G2,1
7750,7750, 36 months,10.99,253.69,B,B4,1
11400,11400, 36 months,6.62,350.03,A,A2,1
32350,32350, 60 months,12.99,735.9,B,B4,1
6675,6675, 36 months,12.99,224.88,C,C2,1
5000,5000, 36 months,11.99,166.05,C,C1,1
12000,12000, 36 months,6.89,369.93,A,A3,1
9750,9750, 36 months,14.99,337.94,C,C5,1
2000,2000, 36 months,22.9,77.32,E,E1,1
10000,10000, 60 months,17.47,251.06,D,D1,1
5875,5875, 36 months,7.62,183.08,A,A3,1
7000,7000, 36 months,12.62,234.58,C,C1,1
2400,2400, 36 months,11.99,79.71,B,B5,1
8900,8900, 36 months,8.18,279.64,B,B1,1
35000,35000, 36 months,7.89,1095,A,A5,1
19000,19000, 36 months,5.32,572.19,A,A1,1
15000,15000, 36 months,7.89,469.29,A,A5,1
19200,19200, 36 months,11.48,632.96,B,B5,1
12375,12375, 36 months,12.12,411.74,B,B3,1
13000,13000, 60 months,12.69,293.74,C,C2,1
10400,10400, 36 months,13.33,352.08,C,C3,1
10000,10000, 36 months,11.53,329.91,B,B5,1
6000,6000, 36 months,7.89,187.72,A,A5,1
9500,9500, 36 months,11.67,314.05,B,B4,1
14400,14400, 60 months,11.67,317.93,B,B4,1
20000,20000, 36 months,13.67,680.36,B,B5,1
6000,6000, 36 months,11.99,199.26,B,B3,1
32500,32500, 36 months,18.25,1179.04,D,D3,1
1000,1000, 36 months,11.49,32.98,B,B5,1
10000,10000, 60 months,19.52,262.28,E,E2,1
12500,12500, 60 months,14.49,294.04,C,C4,1
12050,12050, 36 months,8.9,382.63,A,A5,1
20000,20000, 36 months,11.47,659.24,B,B5,1
33825,33825, 36 months,12.85,1137.26,B,B4,1
10000,10000, 36 months,16.29,353.01,D,D2,1
16800,16800, 60 months,13.49,386.48,C,C2,1
10000,10000, 36 months,15.31,348.18,C,C2,1
9600,9600, 36 months,8.24,301.9,B,B1,1
15000,15000, 60 months,12.98,341.15,B,B5,1
10000,10000, 36 months,18.75,365.3,D,D3,1
35000,35000, 60 months,13.33,802.29,C,C3,1
10000,10000, 36 months,6.03,304.36,A,A1,1
10000,10000, 36 months,15.8,350.59,C,C3,1
8000,8000, 36 months,9.17,255.04,B,B2,1
18000,18000, 36 months,9.99,580.73,B,B1,1
26000,26000, 60 months,13.11,593.05,B,B4,1
10000,10000, 36 months,15.62,349.7,D,D1,1
10000,10000, 60 months,11.98,222.35,B,B5,1
7000,7000, 36 months,5.32,210.81,A,A1,1
20000,20000, 36 months,8.24,628.95,B,B1,1
35000,35000, 60 months,30.99,1153.75,G,G5,1
8400,8400, 36 months,14.31,288.36,C,C4,1
12000,12000, 60 months,14.49,282.28,C,C4,1
3000,3000, 36 months,9.49,96.09,B,B2,1
10000,10000, 36 months,8.24,314.48,B,B1,1
25725,25725, 60 months,23.99,739.91,F,F2,1
5000,5000, 36 months,12.74,167.85,C,C1,1
18000,18000, 60 months,9.99,382.36,B,B3,1
25000,25000, 60 months,16.99,621.18,D,D3,1
1100,1100, 36 months,16.99,39.22,D,D3,1
5500,5500, 36 months,6.03,167.4,A,A1,1
28000,28000, 36 months,11.53,923.73,B,B5,1
3200,3200, 36 months,12.99,107.81,C,C1,1
3000,3000, 36 months,15.61,104.9,D,D1,1
14000,14000, 60 months,17.88,354.6,E,E5,1
35000,35000, 36 months,8.18,1099.69,B,B1,1
3000,3000, 36 months,25.49,120.06,E,E4,1
2000,2000, 36 months,12.99,67.38,B,B4,1
4200,4200, 36 months,9.63,134.8,B,B1,1
2800,2800, 36 months,14.99,97.05,C,C5,1
12000,12000, 36 months,7.39,372.67,A,A4,1
5000,5000, 36 months,7.24,154.94,A,A3,1
7000,7000, 36 months,18.99,256.56,D,D3,1
8500,8500, 36 months,12.35,283.75,B,B4,1
20000,20000, 60 months,14.99,475.7,C,C4,1
16000,16000, 36 months,15.99,562.44,C,C5,1
35000,35000, 36 months,6.11,1066.52,A,A1,1
24000,24000, 36 months,5.32,722.76,A,A1,1
4600,4600, 36 months,8.46,145.13,A,A5,1
7000,7000, 36 months,10.99,229.14,B,B4,1
10000,10000, 36 months,11.53,329.91,B,B5,1
20000,20000, 36 months,6.08,609.17,A,A2,1
12000,12000, 36 months,17.27,429.45,D,D2,1
35000,35000, 36 months,12.29,1167.36,C,C1,1
12475,12475, 36 months,13.49,423.29,C,C2,1
28000,28000, 60 months,18.55,719.43,E,E2,1
10000,10000, 36 months,9.43,320.01,B,B1,1
15000,15000, 36 months,13.47,508.84,C,C4,1
14000,14000, 36 months,9.99,451.68,B,B3,1
12000,12000, 36 months,6.89,369.93,A,A3,1
35000,35000, 36 months,16.55,1240.03,D,D2,1
6000,6000, 36 months,9.75,192.9,B,B3,1
21000,21000, 36 months,8.9,666.82,A,A5,1
11750,11750, 36 months,24.99,467.12,E,E5,1
14000,14000, 60 months,11.06,304.82,B,B3,1
10000,10000, 36 months,14.99,346.61,C,C5,1
10400,10400, 36 months,10.49,337.98,B,B3,1
9000,9000, 36 months,10.99,294.61,B,B3,1
12000,12000, 60 months,14.31,281.16,C,C4,1
9600,9600, 36 months,15.61,335.67,D,D1,1
11000,11000, 36 months,9.17,350.67,B,B2,1
10000,10000, 36 months,6.62,307.04,A,A2,1
7000,7000, 36 months,8.24,220.14,B,B1,1
13800,13800, 36 months,13.99,471.59,C,C4,1
35000,35000, 60 months,14.31,820.03,C,C4,1
10000,10000, 36 months,8.9,317.54,A,A5,1
12000,12000, 36 months,11.44,395.37,B,B4,1
12500,12500, 36 months,12.29,416.92,C,C1,1
5600,5600, 36 months,7.9,175.23,A,A4,1
2200,2200, 36 months,15.23,76.52,C,C5,1
10000,10000, 36 months,7.69,311.94,A,A4,1
26400,26400, 36 months,7.62,822.66,A,A3,1
6000,6000, 36 months,7.9,187.75,A,A4,1
30000,30000, 36 months,18.99,1099.53,D,D3,1
9500,9500, 36 months,5.32,286.1,A,A1,1
11400,11400, 36 months,7.9,356.71,A,A4,1
20675,20675, 60 months,20.11,549.03,G,G1,1
10675,10675, 36 months,11.49,351.97,B,B5,1
8000,8000, 36 months,14.98,277.25,C,C3,1
28000,28000, 36 months,13.35,948.16,C,C2,1
25000,25000, 36 months,15.31,870.44,C,C4,1
24000,24000, 60 months,19.24,625.75,E,E2,1
35000,35000, 60 months,18.25,893.54,D,D3,1
3000,3000, 36 months,19.72,111.07,D,D5,1
25000,25000, 36 months,13.59,849.48,C,C2,1
10800,10800, 36 months,10.49,350.98,B,B2,1
9500,9500, 36 months,5.32,286.1,A,A1,1
22000,22000, 60 months,12.79,498.21,C,C1,1
17875,17875, 36 months,21.18,675.1,E,E3,1
1000,1000, 36 months,24.84,39.68,E,E3,1
12000,12000, 36 months,8.18,377.04,B,B1,1
10000,6475, 36 months,6.91,199.67,A,A5,1
17000,17000, 36 months,12.99,572.72,C,C1,1
16000,16000, 36 months,12.39,534.42,C,C1,1
3000,3000, 36 months,10.99,98.21,B,B4,1
20000,20000, 36 months,10.99,654.68,B,B4,1
28050,28050, 36 months,13.33,949.59,C,C3,1
22000,22000, 36 months,17.09,785.35,D,D1,1
15600,15600, 36 months,8.59,493.11,A,A5,1
5000,5000, 36 months,11.53,164.96,B,B5,1
4200,4200, 36 months,10.99,137.49,B,B4,1
12725,12725, 36 months,14.3,436.77,C,C1,1
12000,12000, 36 months,5.32,361.38,A,A1,1
12000,12000, 36 months,12.49,401.39,B,B4,1
13500,13500, 36 months,14.16,462.45,C,C2,1
2500,2500, 36 months,19.99,92.9,E,E1,1
40000,40000, 60 months,12.74,904.81,C,C1,1
2400,2400, 36 months,11.67,79.34,B,B4,1
10000,10000, 36 months,11.49,329.72,B,B5,1
22125,22125, 60 months,21.99,610.95,E,E4,1
25000,25000, 36 months,6.49,766.12,A,A2,1
12000,12000, 36 months,9.99,387.15,B,B3,1
1675,1675, 36 months,12.62,56.14,C,C1,1
16000,16000, 36 months,10.25,518.16,B,B2,1
15000,15000, 36 months,9.99,483.94,B,B3,1
16000,16000, 36 months,9.43,512.01,B,B1,1
20000,20000, 36 months,14.99,693.21,C,C4,1
5000,5000, 36 months,8.18,157.1,B,B1,1
6000,6000, 36 months,7.9,187.75,A,A4,1
4000,4000, 36 months,18.24,145.1,D,D5,1
20000,20000, 36 months,11.22,656.86,B,B5,1
4200,4200, 36 months,13.49,142.51,C,C1,1
8000,8000, 36 months,10.91,261.57,B,B4,1
24000,24000, 36 months,7.9,750.97,A,A4,1
5000,5000, 36 months,8.39,157.59,A,A5,1
10000,10000, 36 months,11.53,329.91,B,B5,1
10000,10000, 36 months,13.99,341.73,C,C4,1
7000,7000, 36 months,5.32,210.81,A,A1,1
18000,18000, 36 months,9.99,580.73,B,B3,1
6000,6000, 36 months,7.62,186.97,A,A3,1
13200,13200, 60 months,17.99,335.13,D,D2,1
6000,6000, 36 months,18.99,219.91,D,D3,1
12000,12000, 60 months,9.17,250.1,B,B2,1
30000,30000, 36 months,8.9,952.6,A,A5,1
3500,3500, 36 months,13.33,118.49,C,C3,1
22400,22400, 60 months,17.56,563.47,D,D1,1
4000,4000, 36 months,7.35,124.15,A,A4,1
15250,15250, 36 months,14.33,523.66,C,C1,1
3500,3500, 36 months,5.32,105.41,A,A1,1
2000,2000, 36 months,12.69,67.09,C,C2,1
20000,20000, 60 months,16.59,492.66,D,D1,1
9150,9150, 36 months,17.57,328.83,D,D4,1
24000,24000, 36 months,10.75,782.9,B,B4,1
30000,30000, 36 months,11.99,996.29,B,B5,1
35000,35000, 36 months,7.49,1088.56,A,A4,1
9600,9600, 36 months,7.97,300.7,A,A5,1
4000,4000, 36 months,13.99,136.7,C,C4,1
8000,8000, 36 months,11.44,263.58,B,B4,1
14900,14900, 36 months,16.49,527.46,D,D3,1
33000,33000, 60 months,15.8,799,C,C3,1
14000,14000, 36 months,14.49,481.83,C,C4,1
10000,10000, 36 months,13.44,339.07,C,C3,1
7000,7000, 36 months,15.61,244.76,C,C5,1
6000,6000, 36 months,7.97,187.94,A,A5,1
7475,7475, 36 months,16.99,266.47,D,D3,1
12000,12000, 36 months,9.71,385.58,B,B1,1
10000,10000, 36 months,10.99,327.34,B,B2,1
1000,1000, 36 months,15.41,34.87,D,D1,1
20000,20000, 60 months,18.94,518.16,D,D2,1
7125,7125, 36 months,12.39,237.99,C,C1,1
10000,10000, 36 months,8.19,314.25,A,A5,1
6000,6000, 36 months,9.43,192.01,B,B1,1
12000,12000, 36 months,7.89,375.43,A,A5,1
7100,7100, 36 months,12.12,236.23,B,B3,1
17950,17950, 36 months,16.29,633.65,C,C4,1
7000,7000, 36 months,13.49,237.52,C,C2,1
3000,3000, 36 months,12.88,100.91,C,C2,1
6000,6000, 36 months,9.99,193.58,B,B3,1
18000,18000, 36 months,7.88,563.06,A,A5,1
15000,15000, 36 months,14.65,517.42,C,C5,1
11200,11200, 36 months,15.22,389.46,C,C3,1
12000,12000, 36 months,9.17,382.55,B,B2,1
9600,9600, 36 months,11.53,316.71,B,B5,1
6000,6000, 36 months,18.99,219.91,D,D4,1
7925,7925, 36 months,24.11,311.38,F,F2,1
14400,14400, 36 months,13.65,489.72,C,C1,1
5000,5000, 36 months,13.99,170.87,C,C4,1
35000,35000, 36 months,13.18,1182.33,C,C3,1
7575,7575, 36 months,13.99,258.86,C,C4,1
40000,40000, 60 months,11.49,879.51,B,B5,1
11200,11200, 60 months,18.25,285.94,D,D3,1
30000,30000, 36 months,16.99,1069.44,D,D1,1
19000,19000, 36 months,11.49,626.46,B,B5,1
8400,8400, 36 months,9.17,267.79,B,B2,1
25000,25000, 60 months,10.99,543.44,B,B4,1
25000,25000, 36 months,6.11,761.8,A,A1,1
25000,25000, 36 months,13.59,849.48,C,C2,1
12000,12000, 36 months,11.12,393.55,B,B3,1
3500,3500, 36 months,7.99,109.67,A,A5,1
4800,4800, 36 months,15.61,167.84,D,D1,1
19000,19000, 60 months,14.46,446.65,C,C4,1
20000,20000, 60 months,14.08,466.2,C,C3,1
25000,25000, 60 months,16.99,621.18,D,D3,1
16400,16400, 36 months,12.79,550.93,C,C1,1
5600,5600, 36 months,19.53,206.78,D,D5,1
21000,21000, 60 months,21.6,575.24,E,E3,1
25000,25000, 36 months,15.77,876.09,D,D1,1
20000,20000, 36 months,7.97,626.46,A,A5,1
15000,15000, 36 months,11.39,493.86,B,B3,1
8000,8000, 36 months,11.53,263.93,B,B5,1
9600,9600, 36 months,10.49,311.98,B,B3,1
12000,12000, 36 months,12.69,402.54,C,C2,1
6400,6400, 36 months,16.59,226.88,D,D1,1
3000,3000, 36 months,12.69,100.64,C,C2,1
18000,18000, 36 months,7.49,559.83,A,A4,1
15000,15000, 36 months,8.24,471.71,B,B1,1
8975,8975, 36 months,11.53,296.09,B,B5,1
1200,1200, 36 months,13.99,41.01,C,C4,1
13600,13600, 60 months,20.99,367.85,E,E5,1
12000,12000, 60 months,10.99,260.85,B,B4,1
20000,20000, 36 months,5.32,602.3,A,A1,1
17425,17425, 60 months,11.11,379.82,B,B5,1
16000,16000, 60 months,9.93,339.41,B,B2,1
11200,11200, 60 months,17.86,283.56,D,D5,1
1600,1600, 36 months,14.65,55.2,C,C5,1
6500,6500, 36 months,20.0,241.57,D,D4,1
6000,6000, 36 months,13.67,204.11,C,C3,1
13200,13200, 36 months,23.88,517.05,E,E2,1
6000,6000, 36 months,11.49,197.83,B,B5,1
20000,20000, 36 months,12.99,673.79,B,B4,1
21000,21000, 36 months,10.75,685.03,B,B4,1
25000,25000, 36 months,7.97,783.07,A,A5,1
35000,35000, 36 months,17.86,1262.88,D,D5,1
14400,14400, 36 months,10.64,468.99,B,B2,1
3000,3000, 36 months,23.1,116.29,E,E4,1
5000,5000, 36 months,13.99,170.87,C,C3,1
2000,2000, 36 months,19.03,73.35,D,D3,1
28000,28000, 36 months,6.92,863.54,A,A4,1
6400,6400, 36 months,7.69,199.64,A,A4,1
11000,11000, 36 months,7.89,344.15,A,A5,1
15000,15000, 60 months,16.2,366.37,C,C4,1
40000,40000, 36 months,10.72,1304.26,B,B2,1
8000,8000, 36 months,12.69,268.36,C,C2,1
3500,3500, 36 months,17.27,125.26,C,C5,1
4500,4500, 36 months,5.32,135.52,A,A1,1
22000,22000, 36 months,7.89,688.29,A,A5,1
12000,12000, 60 months,26.24,361,E,E5,1
11000,11000, 36 months,10.49,357.48,B,B3,1
12000,12000, 36 months,13.33,406.24,C,C3,1
16000,16000, 36 months,8.46,504.79,A,A5,1
24000,24000, 36 months,13.66,816.31,C,C3,1
20000,20000, 36 months,13.49,678.61,C,C2,1
11000,11000, 36 months,12.99,370.59,B,B4,1
21000,21000, 60 months,17.76,530.53,D,D1,1
8200,8200, 36 months,8.24,257.87,B,B1,1
25200,25200, 60 months,16.49,619.4,D,D3,1
35000,35000, 60 months,22.91,984.86,E,E1,1
10000,10000, 36 months,12.98,336.85,B,B5,1
20000,20000, 60 months,16.99,496.95,D,D3,1
15000,15000, 60 months,14.49,352.85,C,C4,1
6000,6000, 36 months,13.65,204.05,C,C1,1
16000,16000, 36 months,9.17,510.07,B,B2,1
13000,13000, 60 months,12.69,293.74,C,C2,1
40000,40000, 36 months,17.99,1445.9,D,D2,1
30000,30000, 36 months,14.33,1030.15,C,C1,1
7500,7500, 36 months,12.88,252.28,C,C2,1
3000,3000, 36 months,11.49,98.92,B,B4,1
7000,7000, 36 months,12.88,235.46,C,C2,1
30950,30950, 60 months,19.52,811.75,E,E2,1
40000,40000, 60 months,13.06,911.36,C,C1,1
5600,5600, 36 months,26.24,226.35,E,E5,1
20700,20700, 36 months,12.74,694.88,C,C1,1
12000,12000, 36 months,9.17,382.55,B,B1,1
14500,14500, 36 months,6.03,441.32,A,A1,1
6025,6025, 36 months,12.29,200.96,C,C1,1
7000,7000, 36 months,6.24,213.72,A,A2,1
6000,6000, 36 months,12.29,200.12,C,C1,1
5700,5700, 36 months,11.55,188.1,B,B3,1
35000,35000, 60 months,21.45,955.75,D,D5,1
12000,12000, 36 months,12.29,400.24,C,C1,1
30000,30000, 36 months,11.55,990,B,B4,1
15000,15000, 36 months,19.99,557.38,D,D4,1
5000,5000, 36 months,9.44,160.03,B,B1,1
14400,14400, 36 months,13.49,488.6,C,C2,1
3600,3600, 36 months,10.75,117.44,B,B4,1
33000,33000, 36 months,12.99,1111.75,C,C1,1
20000,20000, 36 months,8.49,631.26,B,B1,1
18075,18075, 60 months,14.49,425.18,C,C4,1
12000,12000, 36 months,12.99,404.27,C,C2,1
6350,6350, 36 months,12.62,212.8,C,C1,1
12425,12425, 36 months,19.99,461.7,D,D4,1
5950,5950, 36 months,11.99,197.6,B,B5,1
24000,24000, 60 months,9.99,509.82,B,B1,1
10000,10000, 36 months,5.32,301.15,A,A1,1
24000,24000, 36 months,5.32,722.76,A,A1,1
12000,12000, 60 months,19.03,311.49,D,D3,1
20000,20000, 36 months,13.99,683.46,C,C4,1
25000,25000, 60 months,21.28,680.28,F,F2,1
6025,6025, 36 months,11.99,200.09,B,B5,1
14975,14975, 60 months,19.99,396.67,E,E4,1
25000,25000, 60 months,21.49,683.25,D,D5,1
20000,20000, 36 months,16.99,712.96,D,D1,1
13600,13600, 36 months,12.99,458.18,C,C2,1
5000,5000, 36 months,13.99,170.87,C,C4,1
20000,20000, 60 months,9.17,416.82,B,B2,1
15000,15000, 36 months,11.99,498.15,B,B3,1
6950,6950, 36 months,10.78,226.82,B,B4,1
1500,1500, 36 months,9.44,48.01,B,B1,1
17000,17000, 60 months,30.49,555.14,F,F4,1
14400,14400, 60 months,17.57,362.31,D,D4,1
8400,8400, 36 months,9.17,267.79,B,B2,1
20000,20000, 60 months,19.99,529.77,D,D4,1
9000,9000, 36 months,10.99,294.61,B,B2,1
23850,23850, 60 months,15.59,574.81,D,D1,1
9400,9400, 36 months,6.89,289.78,A,A3,1
7000,7000, 36 months,13.61,237.92,C,C2,1
12000,12000, 36 months,8.39,378.2,B,B1,1
19000,19000, 60 months,14.49,446.94,C,C4,1
25000,25000, 60 months,11.55,550.45,B,B4,1
20000,20000, 36 months,16.78,710.87,C,C5,1
12000,12000, 36 months,10.99,392.81,B,B4,1
24000,24000, 36 months,10.64,781.65,B,B2,1
20000,20000, 60 months,27.31,614.42,G,G2,1
15000,15000, 36 months,7.46,466.32,A,A4,1
25000,25000, 60 months,18.99,648.38,E,E1,1
11000,11000, 36 months,12.99,370.59,C,C1,1
24000,24000, 36 months,8.39,756.4,B,B1,1
22000,22000, 36 months,6.49,674.18,A,A2,1
13750,13750, 36 months,14.84,475.58,D,D1,1
10000,10000, 60 months,9.16,208.37,B,B2,1
8000,8000, 36 months,16.99,285.19,D,D3,1
20000,20000, 60 months,23.99,575.25,E,E2,1
1450,1450, 36 months,11.14,47.57,B,B2,1
18000,18000, 60 months,18.75,464.46,D,D3,1
5000,5000, 36 months,12.49,167.25,B,B5,1
35000,35000, 60 months,12.29,783.7,C,C1,1
15650,15650, 60 months,18.25,399.54,E,E1,1
24000,24000, 60 months,17.57,603.85,D,D4,1
12000,12000, 36 months,9.16,382.5,B,B2,1
19700,19700, 60 months,10.99,428.23,B,B4,1
16000,16000, 36 months,9.99,516.2,B,B3,1
27000,27000, 60 months,7.84,545.4,A,A4,1
15000,15000, 36 months,12.12,499.08,B,B3,1
16000,16000, 36 months,6.92,493.45,A,A4,1
10000,10000, 36 months,9.58,320.71,B,B1,1
3000,3000, 36 months,8.39,94.55,A,A5,1
10000,10000, 36 months,13.11,337.47,B,B4,1
22400,22400, 36 months,11.99,743.9,C,C1,1
6625,6625, 36 months,14.31,227.43,C,C4,1
28000,28000, 36 months,6.92,863.54,A,A4,1
